        Date        , GPU Clock [MHz] , Memory Clock [MHz] , VCN Clock [MHz] , GPU Temperature [°C] , GPU Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2024-07-26 06:45:55 ,         147.0   ,            933.0   ,          12.0   ,               58.0   ,         42   ,                        738   ,                      109   ,         0.718   ,               61.4   ,                  5907   ,
2024-07-26 06:45:56 ,         184.0   ,            400.0   ,          11.0   ,               57.0   ,         43   ,                        738   ,                      109   ,         0.718   ,               61.5   ,                  5907   ,
2024-07-26 06:45:57 ,         195.0   ,            400.0   ,          11.0   ,               58.0   ,         41   ,                        738   ,                      109   ,         0.718   ,               61.6   ,                  5906   ,
2024-07-26 06:45:58 ,         198.0   ,            400.0   ,          11.0   ,               58.0   ,         42   ,                        737   ,                       52   ,         0.718   ,               61.5   ,                  5906   ,
2024-07-26 06:45:59 ,         199.0   ,            933.0   ,          11.0   ,               58.0   ,         36   ,                        737   ,                       52   ,         0.718   ,               61.5   ,                  5904   ,
2024-07-26 06:46:00 ,         199.0   ,            933.0   ,          11.0   ,               58.0   ,         42   ,                        737   ,                       52   ,         0.718   ,               61.6   ,                  5904   ,
2024-07-26 06:46:01 ,         199.0   ,            400.0   ,          11.0   ,               59.0   ,         41   ,                        737   ,                       52   ,         0.718   ,               61.5   ,                  5905   ,
2024-07-26 06:46:02 ,         199.0   ,            400.0   ,          11.0   ,               58.0   ,         43   ,                        737   ,                       52   ,         0.718   ,               61.6   ,                  5905   ,
2024-07-26 06:46:03 ,         199.0   ,            400.0   ,          11.0   ,               58.0   ,         42   ,                        737   ,                       52   ,         0.718   ,               61.8   ,                  5904   ,
2024-07-26 06:46:04 ,         199.0   ,            400.0   ,          11.0   ,               58.0   ,         43   ,                        747   ,                       52   ,         0.718   ,               61.8   ,                  5913   ,
2024-07-26 06:46:05 ,         199.0   ,            933.0   ,          11.0   ,               58.0   ,         39   ,                        737   ,                       52   ,         0.718   ,               61.8   ,                  5920   ,
2024-07-26 06:46:06 ,         199.0   ,            400.0   ,          11.0   ,               58.0   ,         41   ,                        737   ,                       52   ,         0.718   ,               61.9   ,                  5922   ,
2024-07-26 06:46:07 ,          77.0   ,            400.0   ,          11.0   ,               59.0   ,         41   ,                        737   ,                       52   ,         0.718   ,               61.8   ,                  5917   ,
2024-07-26 06:46:08 ,          40.0   ,            400.0   ,          11.0   ,               58.0   ,         40   ,                        737   ,                       52   ,         0.718   ,               61.8   ,                  5920   ,
2024-07-26 06:46:09 ,          29.0   ,            933.0   ,          11.0   ,               59.0   ,         42   ,                        737   ,                       52   ,         0.718   ,               61.9   ,                  5918   ,
2024-07-26 06:46:10 ,          26.0   ,            400.0   ,          11.0   ,               58.0   ,         42   ,                        737   ,                       52   ,         0.718   ,               61.9   ,                  5919   ,
2024-07-26 06:46:11 ,          25.0   ,            933.0   ,          11.0   ,               57.0   ,         39   ,                        737   ,                       52   ,         0.718   ,               61.8   ,                  5919   ,
2024-07-26 06:46:12 ,         147.0   ,            933.0   ,          11.0   ,               58.0   ,         40   ,                        737   ,                       52   ,         0.718   ,               61.9   ,                  5919   ,
2024-07-26 06:46:13 ,         184.0   ,            933.0   ,          11.0   ,               57.0   ,         40   ,                        737   ,                       52   ,         0.718   ,               62.0   ,                  5919   ,
2024-07-26 06:46:14 ,         195.0   ,            933.0   ,          11.0   ,               58.0   ,         39   ,                        737   ,                       52   ,         0.718   ,               61.9   ,                  5918   ,
2024-07-26 06:46:15 ,         198.0   ,            400.0   ,          11.0   ,               57.0   ,         24   ,                        732   ,                       52   ,         0.718   ,               61.5   ,                  5918   ,
2024-07-26 06:46:16 ,          76.0   ,            933.0   ,          11.0   ,               59.0   ,         24   ,                        732   ,                       52   ,         0.718   ,               61.3   ,                  5918   ,
2024-07-26 06:46:17 ,          40.0   ,            400.0   ,          11.0   ,               57.0   ,         24   ,                        732   ,                       52   ,         0.718   ,               61.1   ,                  5919   ,
2024-07-26 06:46:18 ,          29.0   ,            400.0   ,          11.0   ,               57.0   ,         26   ,                        737   ,                       52   ,         0.718   ,               61.5   ,                  5919   ,
2024-07-26 06:46:19 ,         148.0   ,            400.0   ,          11.0   ,               58.0   ,         38   ,                        737   ,                       52   ,         0.718   ,               61.8   ,                  5919   ,
2024-07-26 06:46:20 ,         184.0   ,            933.0   ,          11.0   ,               58.0   ,         42   ,                        737   ,                       52   ,         0.718   ,               61.8   ,                  5919   ,
2024-07-26 06:46:21 ,          72.0   ,            400.0   ,          11.0   ,               59.0   ,         42   ,                        737   ,                       52   ,         0.718   ,               61.8   ,                  5920   ,
2024-07-26 06:46:22 ,          39.0   ,            933.0   ,          11.0   ,               58.0   ,         41   ,                        737   ,                       52   ,         0.718   ,               62.0   ,                  5919   ,
2024-07-26 06:46:23 ,         151.0   ,            400.0   ,          11.0   ,               58.0   ,         41   ,                        737   ,                       52   ,         0.718   ,               62.0   ,                  5924   ,
2024-07-26 06:46:24 ,         185.0   ,            933.0   ,          11.0   ,               58.0   ,         41   ,                        737   ,                       52   ,         0.718   ,               62.0   ,                  5926   ,
2024-07-26 06:46:25 ,         195.0   ,            400.0   ,          11.0   ,               58.0   ,         41   ,                        737   ,                       52   ,         0.718   ,               61.8   ,                  5927   ,
2024-07-26 06:46:26 ,         198.0   ,            933.0   ,          11.0   ,               59.0   ,         41   ,                        737   ,                       52   ,         0.718   ,               62.0   ,                  5927   ,
2024-07-26 06:46:27 ,         199.0   ,            400.0   ,          11.0   ,               58.0   ,         41   ,                        737   ,                       52   ,         0.718   ,               62.0   ,                  5926   ,
2024-07-26 06:46:28 ,         199.0   ,            933.0   ,          11.0   ,               58.0   ,         40   ,                        737   ,                       52   ,         0.718   ,               62.0   ,                  5925   ,
2024-07-26 06:46:29 ,         199.0   ,            400.0   ,          11.0   ,               58.0   ,         25   ,                        732   ,                       52   ,         0.718   ,               61.8   ,                  5922   ,
2024-07-26 06:46:30 ,          77.0   ,            933.0   ,          11.0   ,               58.0   ,         24   ,                        732   ,                       52   ,         0.718   ,               61.4   ,                  5926   ,
2024-07-26 06:46:31 ,          40.0   ,            400.0   ,          11.0   ,               59.0   ,         24   ,                        732   ,                       52   ,         0.718   ,               61.5   ,                  5925   ,
2024-07-26 06:46:32 ,          29.0   ,            400.0   ,          11.0   ,               58.0   ,         23   ,                        732   ,                       52   ,         0.718   ,               61.3   ,                  5926   ,
2024-07-26 06:46:33 ,          26.0   ,            400.0   ,          11.0   ,               58.0   ,         24   ,                        732   ,                       52   ,         0.718   ,               61.1   ,                  5926   ,
2024-07-26 06:46:34 ,          25.0   ,            400.0   ,          11.0   ,               57.0   ,         23   ,                        732   ,                       52   ,         0.718   ,               61.1   ,                  5926   ,
2024-07-26 06:46:35 ,          24.0   ,            400.0   ,          11.0   ,               57.0   ,         23   ,                        732   ,                       52   ,         0.718   ,               61.0   ,                  5926   ,
2024-07-26 06:46:36 ,          24.0   ,            933.0   ,          11.0   ,               57.0   ,         23   ,                        732   ,                       52   ,         0.718   ,               61.1   ,                  5926   ,
2024-07-26 06:46:37 ,          24.0   ,            933.0   ,          11.0   ,               58.0   ,         23   ,                        732   ,                       52   ,         0.718   ,               61.3   ,                  5933   ,
2024-07-26 06:46:38 ,         147.0   ,            933.0   ,          11.0   ,               58.0   ,         23   ,                        732   ,                       52   ,         0.731   ,               62.1   ,                  5938   ,
2024-07-26 06:46:39 ,          61.0   ,            400.0   ,          11.0   ,               59.0   ,         24   ,                        732   ,                       52   ,         0.718   ,               61.5   ,                  5941   ,
2024-07-26 06:46:40 ,          35.0   ,            933.0   ,          11.0   ,               57.0   ,         23   ,                        732   ,                       52   ,         0.718   ,               61.0   ,                  5942   ,
2024-07-26 06:46:41 ,          27.0   ,            400.0   ,          11.0   ,               58.0   ,         24   ,                        732   ,                       52   ,         0.718   ,               61.0   ,                  5941   ,
2024-07-26 06:46:42 ,          25.0   ,            400.0   ,          11.0   ,               57.0   ,         23   ,                        732   ,                       52   ,         0.718   ,               61.0   ,                  5940   ,
2024-07-26 06:46:43 ,         147.0   ,            933.0   ,          11.0   ,               58.0   ,         26   ,                        737   ,                       52   ,         0.718   ,               61.3   ,                  5941   ,
2024-07-26 06:46:44 ,         184.0   ,            400.0   ,          11.0   ,               57.0   ,         42   ,                        737   ,                       52   ,         0.718   ,               61.4   ,                  5941   ,
2024-07-26 06:46:45 ,         195.0   ,            400.0   ,          11.0   ,               58.0   ,         42   ,                        737   ,                       52   ,         0.718   ,               61.6   ,                  5941   ,
2024-07-26 06:46:46 ,         198.0   ,            400.0   ,          11.0   ,               58.0   ,         41   ,                        737   ,                       52   ,         0.718   ,               61.6   ,                  5941   ,
2024-07-26 06:46:47 ,         199.0   ,            933.0   ,          11.0   ,               58.0   ,         39   ,                        737   ,                       52   ,         0.718   ,               61.5   ,                  5940   ,
2024-07-26 06:46:48 ,         199.0   ,           1200.0   ,          11.0   ,               58.0   ,         38   ,                        737   ,                       52   ,         0.925   ,               61.8   ,                  5939   ,
2024-07-26 06:46:49 ,          91.0   ,           1200.0   ,          11.0   ,               58.0   ,         41   ,                        737   ,                       52   ,         0.918   ,               61.9   ,                  5942   ,
2024-07-26 06:46:50 ,         532.0   ,           1200.0   ,          11.0   ,               58.0   ,         41   ,                        737   ,                       52   ,         0.912   ,               61.8   ,                  5942   ,
2024-07-26 06:46:51 ,         191.0   ,           1200.0   ,          11.0   ,               58.0   ,         42   ,                        737   ,                       52   ,         1.062   ,               61.9   ,                  5941   ,
2024-07-26 06:46:52 ,          74.0   ,            933.0   ,          11.0   ,               58.0   ,         42   ,                        737   ,                       52   ,         1.018   ,               61.8   ,                  5941   ,
2024-07-26 06:46:53 ,          39.0   ,           1200.0   ,          11.0   ,               58.0   ,         41   ,                        737   ,                       52   ,         1.018   ,               62.0   ,                  5925   ,
2024-07-26 06:46:54 ,          29.0   ,            400.0   ,          11.0   ,               59.0   ,         41   ,                        737   ,                       52   ,         1.018   ,               61.8   ,                  5924   ,
2024-07-26 06:46:55 ,         148.0   ,            400.0   ,          11.0   ,               58.0   ,         40   ,                        737   ,                       52   ,         0.931   ,               61.8   ,                  5924   ,
2024-07-26 06:46:56 ,         549.0   ,           1200.0   ,          11.0   ,               58.0   ,         42   ,                        737   ,                       52   ,         0.912   ,               61.9   ,                  5924   ,
2024-07-26 06:46:57 ,         196.0   ,           1200.0   ,          11.0   ,               58.0   ,         43   ,                        737   ,                       52   ,         0.837   ,               61.9   ,                  5924   ,
2024-07-26 06:46:58 ,          76.0   ,            400.0   ,          11.0   ,               58.0   ,         42   ,                        737   ,                       52   ,         1.025   ,               61.9   ,                  5923   ,
2024-07-26 06:46:59 ,          40.0   ,            400.0   ,          11.0   ,               58.0   ,         39   ,                        737   ,                       52   ,         1.056   ,               62.0   ,                  5923   ,
2024-07-26 06:47:00 ,          29.0   ,            400.0   ,          11.0   ,               59.0   ,         39   ,                        737   ,                       52   ,         1.062   ,               61.9   ,                  5923   ,
2024-07-26 06:47:01 ,          26.0   ,            400.0   ,          11.0   ,               58.0   ,         42   ,                        737   ,                       52   ,         1.018   ,               61.9   ,                  5923   ,
2024-07-26 06:47:02 ,          39.0   ,           1200.0   ,          11.0   ,               58.0   ,         42   ,                        737   ,                       52   ,         0.900   ,               62.0   ,                  5923   ,
2024-07-26 06:47:03 ,          43.0   ,           1200.0   ,          11.0   ,               58.0   ,         42   ,                        737   ,                       52   ,         0.862   ,               62.0   ,                  5924   ,
2024-07-26 06:47:04 ,          30.0   ,            400.0   ,          11.0   ,               58.0   ,         39   ,                        737   ,                       52   ,         1.062   ,               62.3   ,                  5939   ,
2024-07-26 06:47:05 ,          40.0   ,            400.0   ,          11.0   ,               58.0   ,         40   ,                        737   ,                       52   ,         1.018   ,               62.3   ,                  5941   ,
2024-07-26 06:47:06 ,          29.0   ,            400.0   ,          11.0   ,               58.0   ,         40   ,                        737   ,                       52   ,         1.062   ,               62.1   ,                  5941   ,
2024-07-26 06:47:07 ,         148.0   ,           1200.0   ,          11.0   ,               59.0   ,         40   ,                        737   ,                       52   ,         0.931   ,               62.0   ,                  5942   ,
2024-07-26 06:47:08 ,         549.0   ,           1200.0   ,          11.0   ,               58.0   ,         40   ,                        737   ,                       52   ,         0.862   ,               62.1   ,                  5944   ,
2024-07-26 06:47:09 ,         670.0   ,           1200.0   ,          11.0   ,               58.0   ,         38   ,                        737   ,                       52   ,         0.787   ,               62.0   ,                  5947   ,
2024-07-26 06:47:10 ,         232.0   ,            400.0   ,          11.0   ,               59.0   ,         41   ,                        737   ,                       52   ,         1.012   ,               62.0   ,                  5952   ,
2024-07-26 06:47:11 ,          87.0   ,            400.0   ,          11.0   ,               59.0   ,         41   ,                        737   ,                       52   ,         1.062   ,               62.0   ,                  5953   ,
2024-07-26 06:47:12 ,         166.0   ,            400.0   ,          11.0   ,               59.0   ,         41   ,                        737   ,                       52   ,         1.062   ,               61.8   ,                  5953   ,
2024-07-26 06:47:13 ,          81.0   ,           1200.0   ,          11.0   ,               59.0   ,         43   ,                        737   ,                       52   ,         0.918   ,               62.0   ,                  5954   ,
2024-07-26 06:47:14 ,          41.0   ,            400.0   ,          11.0   ,               58.0   ,         37   ,                        737   ,                       52   ,         1.018   ,               62.0   ,                  5953   ,
2024-07-26 06:47:15 ,          29.0   ,           1200.0   ,          11.0   ,               58.0   ,         41   ,                        737   ,                       52   ,         0.925   ,               61.9   ,                  5951   ,
2024-07-26 06:47:16 ,          40.0   ,           1200.0   ,          11.0   ,               58.0   ,         48   ,                        756   ,                       52   ,         0.862   ,               62.1   ,                  5955   ,
2024-07-26 06:47:17 ,          29.0   ,           1200.0   ,          11.0   ,               59.0   ,         51   ,                        746   ,                       52   ,         1.018   ,               63.5   ,                  5954   ,
2024-07-26 06:47:18 ,          26.0   ,           1200.0   ,          11.0   ,               59.0   ,         47   ,                        749   ,                       61   ,         1.018   ,               63.1   ,                  5965   ,
2024-07-26 06:47:19 ,          39.0   ,           1200.0   ,          11.0   ,               59.0   ,         33   ,                        743   ,                       77   ,         0.906   ,               64.0   ,                  5972   ,
2024-07-26 06:47:20 ,         125.0   ,           1200.0   ,          11.0   ,               58.0   ,         30   ,                        719   ,                       77   ,         1.018   ,               63.5   ,                  5974   ,
2024-07-26 06:47:21 ,          68.0   ,           1200.0   ,          11.0   ,               59.0   ,         34   ,                        739   ,                       77   ,         1.025   ,               63.4   ,                  5973   ,
2024-07-26 06:47:22 ,          37.0   ,            400.0   ,          11.0   ,               58.0   ,         17   ,                        731   ,                       77   ,         1.025   ,               62.8   ,                  5975   ,
2024-07-26 06:47:23 ,          28.0   ,           1200.0   ,          11.0   ,               58.0   ,         16   ,                        731   ,                       77   ,         1.018   ,               62.6   ,                  5969   ,
2024-07-26 06:47:24 ,          25.0   ,           1200.0   ,          11.0   ,               58.0   ,         16   ,                        731   ,                       77   ,         1.025   ,               62.4   ,                  5970   ,
2024-07-26 06:47:25 ,          24.0   ,           1200.0   ,          11.0   ,               59.0   ,         16   ,                        731   ,                       77   ,         1.062   ,               62.1   ,                  5968   ,
2024-07-26 06:47:26 ,          24.0   ,           1200.0   ,          11.0   ,               59.0   ,         16   ,                        731   ,                       77   ,         1.012   ,               62.4   ,                  5968   ,
2024-07-26 06:47:27 ,         147.0   ,           1200.0   ,          11.0   ,               58.0   ,         24   ,                        746   ,                       77   ,         0.925   ,               62.3   ,                  5970   ,
2024-07-26 06:47:28 ,          75.0   ,           1200.0   ,          11.0   ,               58.0   ,         18   ,                        719   ,                       77   ,         1.012   ,               62.1   ,                  5966   ,
2024-07-26 06:47:29 ,          39.0   ,           1200.0   ,          11.0   ,               58.0   ,         25   ,                        719   ,                       77   ,         1.006   ,               62.9   ,                  5963   ,
2024-07-26 06:47:30 ,          43.0   ,           1200.0   ,          11.0   ,               59.0   ,         15   ,                        688   ,                       66   ,         0.925   ,               72.4   ,                  5971   ,
2024-07-26 06:47:31 ,         518.0   ,           1200.0   ,          11.0   ,               58.0   ,          7   ,                        675   ,                       66   ,         0.918   ,               70.9   ,                  5978   ,
2024-07-26 06:47:32 ,         186.0   ,           1200.0   ,          11.0   ,               58.0   ,          5   ,                        664   ,                       66   ,         1.000   ,               69.5   ,                  6041   ,
2024-07-26 06:47:33 ,          73.0   ,            400.0   ,          11.0   ,               58.0   ,          8   ,                        659   ,                       66   ,         1.062   ,               67.9   ,                  6043   ,
2024-07-26 06:47:34 ,          39.0   ,            400.0   ,          11.0   ,               58.0   ,          6   ,                        653   ,                       66   ,         1.018   ,               66.4   ,                  6045   ,
2024-07-26 06:47:35 ,          29.0   ,            400.0   ,          11.0   ,               57.0   ,          3   ,                        653   ,                       66   ,         1.018   ,               64.8   ,                  6012   ,
2024-07-26 06:47:36 ,          26.0   ,            400.0   ,          11.0   ,               57.0   ,          3   ,                        653   ,                       66   ,         1.018   ,               63.5   ,                  5991   ,
2024-07-26 06:47:37 ,          25.0   ,            400.0   ,          11.0   ,               57.0   ,          3   ,                        653   ,                       66   ,         1.018   ,               62.4   ,                  5944   ,
2024-07-26 06:47:38 ,          24.0   ,            400.0   ,          11.0   ,               56.0   ,          2   ,                        653   ,                       66   ,         1.018   ,               61.4   ,                  5941   ,
2024-07-26 06:47:39 ,          24.0   ,            400.0   ,          11.0   ,               56.0   ,          2   ,                        653   ,                       66   ,         0.750   ,               60.6   ,                  5943   ,
2024-07-26 06:47:40 ,          24.0   ,            400.0   ,          11.0   ,               56.0   ,          3   ,                        653   ,                       66   ,         1.018   ,               60.3   ,                  5943   ,
2024-07-26 06:47:41 ,          24.0   ,           1200.0   ,          11.0   ,               56.0   ,          2   ,                        653   ,                       66   ,         1.000   ,               60.4   ,                  5928   ,
2024-07-26 06:47:42 ,          24.0   ,            400.0   ,          11.0   ,               57.0   ,          2   ,                        653   ,                       66   ,         1.018   ,               60.0   ,                  5926   ,
2024-07-26 06:47:43 ,          24.0   ,            400.0   ,          11.0   ,               57.0   ,          2   ,                        653   ,                       66   ,         1.200   ,               59.4   ,                  5923   ,
2024-07-26 06:47:44 ,          24.0   ,           1200.0   ,          11.0   ,               56.0   ,          3   ,                        653   ,                       66   ,         1.018   ,               59.4   ,                  5922   ,
2024-07-26 06:47:45 ,          24.0   ,            400.0   ,          11.0   ,               57.0   ,          2   ,                        653   ,                       66   ,         1.200   ,               59.3   ,                  5918   ,
2024-07-26 06:47:46 ,         147.0   ,           1200.0   ,          11.0   ,               56.0   ,         14   ,                        653   ,                       66   ,         0.912   ,               60.1   ,                  5914   ,
2024-07-26 06:47:47 ,          61.0   ,           1200.0   ,          11.0   ,               56.0   ,         18   ,                        645   ,                       66   ,         1.018   ,               60.6   ,                  5601   ,
2024-07-26 06:47:48 ,          35.0   ,           1200.0   ,          11.0   ,               58.0   ,         14   ,                        634   ,                       66   ,         1.025   ,               70.4   ,                  5715   ,
2024-07-26 06:47:49 ,          27.0   ,           1200.0   ,          11.0   ,               58.0   ,          9   ,                        629   ,                       66   ,         1.018   ,               70.1   ,                  5761   ,
2024-07-26 06:47:50 ,         135.0   ,           1200.0   ,          11.0   ,               58.0   ,          4   ,                        633   ,                       66   ,         1.012   ,               78.8   ,                  5772   ,
2024-07-26 06:47:51 ,          57.0   ,           1200.0   ,          11.0   ,               57.0   ,          5   ,                        633   ,                       66   ,         1.018   ,               77.3   ,                  5770   ,
2024-07-26 06:47:52 ,          48.0   ,           1200.0   ,          11.0   ,               57.0   ,          3   ,                        628   ,                       66   ,         0.893   ,               75.6   ,                  5770   ,
2024-07-26 06:47:53 ,          31.0   ,           1200.0   ,          11.0   ,               56.0   ,          2   ,                        628   ,                       66   ,         1.050   ,               74.1   ,                  5773   ,
2024-07-26 06:47:54 ,          26.0   ,            400.0   ,          11.0   ,               56.0   ,         18   ,                        658   ,                       66   ,         1.018   ,               72.5   ,                  5778   ,
2024-07-26 06:47:55 ,          25.0   ,            400.0   ,          11.0   ,               56.0   ,          3   ,                        658   ,                       66   ,         1.200   ,               71.0   ,                  5777   ,
2024-07-26 06:47:56 ,          24.0   ,           1200.0   ,          11.0   ,               56.0   ,          2   ,                        658   ,                       66   ,         1.050   ,               69.4   ,                  5758   ,
2024-07-26 06:47:57 ,          24.0   ,            400.0   ,          11.0   ,               56.0   ,          2   ,                        658   ,                       66   ,         1.200   ,               67.9   ,                  5756   ,
2024-07-26 06:47:58 ,          24.0   ,           1200.0   ,          11.0   ,               57.0   ,          2   ,                        658   ,                       66   ,         1.025   ,               66.3   ,                  5755   ,
2024-07-26 06:47:59 ,          24.0   ,            400.0   ,          11.0   ,               56.0   ,         16   ,                        645   ,                       66   ,         1.018   ,               64.8   ,                  5745   ,
2024-07-26 06:48:00 ,          24.0   ,            400.0   ,          11.0   ,               56.0   ,          4   ,                        650   ,                       66   ,         1.012   ,               63.3   ,                  5744   ,
2024-07-26 06:48:01 ,          24.0   ,            400.0   ,          11.0   ,               55.0   ,         11   ,                        640   ,                       66   ,         1.018   ,               62.0   ,                  5729   ,
2024-07-26 06:48:02 ,          24.0   ,            400.0   ,          11.0   ,               55.0   ,          7   ,                        640   ,                       66   ,         1.056   ,               60.6   ,                  5734   ,
2024-07-26 06:48:03 ,          37.0   ,           1200.0   ,          11.0   ,               56.0   ,         11   ,                        635   ,                       66   ,         1.018   ,               69.8   ,                  5781   ,
2024-07-26 06:48:04 ,          28.0   ,            400.0   ,          11.0   ,               56.0   ,         13   ,                        657   ,                       66   ,         1.062   ,               68.4   ,                  5817   ,
2024-07-26 06:48:05 ,          25.0   ,           1200.0   ,          11.0   ,               56.0   ,          5   ,                        647   ,                       66   ,         1.056   ,               66.9   ,                  5811   ,
2024-07-26 06:48:06 ,          24.0   ,            400.0   ,          11.0   ,               57.0   ,         14   ,                        647   ,                       66   ,         0.750   ,               65.3   ,                  5809   ,
2024-07-26 06:48:07 ,          24.0   ,            400.0   ,          11.0   ,               55.0   ,          6   ,                        646   ,                       66   ,         1.000   ,               63.8   ,                  5815   ,
2024-07-26 06:48:08 ,          24.0   ,            400.0   ,          11.0   ,               55.0   ,          3   ,                        646   ,                       66   ,         1.200   ,               62.1   ,                  5814   ,
2024-07-26 06:48:09 ,          24.0   ,            400.0   ,          11.0   ,               54.0   ,          2   ,                        646   ,                       66   ,         1.193   ,               60.6   ,                  5811   ,
2024-07-26 06:48:10 ,          26.0   ,           1200.0   ,          11.0   ,               55.0   ,          4   ,                        637   ,                       66   ,         0.993   ,               60.3   ,                  5813   ,
2024-07-26 06:48:11 ,         617.0   ,           1200.0   ,          11.0   ,               55.0   ,         38   ,                        648   ,                       66   ,         0.993   ,               60.6   ,                  5827   ,
2024-07-26 06:48:12 ,         202.0   ,            400.0   ,          11.0   ,               55.0   ,         14   ,                        633   ,                       66   ,         1.225   ,               60.5   ,                  5828   ,
2024-07-26 06:48:13 ,          78.0   ,            400.0   ,          11.0   ,               55.0   ,          2   ,                        633   ,                       66   ,         1.000   ,               59.5   ,                  5827   ,
2024-07-26 06:48:14 ,         174.0   ,           1200.0   ,          11.0   ,               54.0   ,          3   ,                        634   ,                       68   ,         0.925   ,               58.9   ,                  5832   ,
2024-07-26 06:48:15 ,         174.0   ,           1200.0   ,          11.0   ,               54.0   ,          6   ,                        634   ,                       68   ,         1.012   ,               58.6   ,                  5832   ,
2024-07-26 06:48:16 ,          69.0   ,           1200.0   ,          11.0   ,               56.0   ,         19   ,                        650   ,                       68   ,         1.012   ,               59.6   ,                  5857   ,
2024-07-26 06:48:17 ,          52.0   ,           1200.0   ,          11.0   ,               56.0   ,         12   ,                        644   ,                       66   ,         0.925   ,               68.1   ,                  5861   ,
2024-07-26 06:48:18 ,          47.0   ,           1200.0   ,          11.0   ,               55.0   ,          4   ,                        644   ,                       66   ,         1.000   ,               66.6   ,                  5862   ,
2024-07-26 06:48:19 ,          31.0   ,            400.0   ,          11.0   ,               55.0   ,          4   ,                        649   ,                       66   ,         1.143   ,               65.0   ,                  5861   ,
2024-07-26 06:48:20 ,         514.0   ,           1200.0   ,          11.0   ,               56.0   ,          6   ,                        649   ,                       66   ,         0.925   ,               63.5   ,                  5860   ,
2024-07-26 06:48:21 ,         294.0   ,            400.0   ,          11.0   ,               55.0   ,          4   ,                        649   ,                       66   ,         1.143   ,               61.9   ,                  5856   ,
2024-07-26 06:48:22 ,         119.0   ,           1200.0   ,          11.0   ,               55.0   ,          4   ,                        649   ,                       66   ,         0.937   ,               60.4   ,                  5853   ,
2024-07-26 06:48:23 ,          53.0   ,            400.0   ,          11.0   ,               54.0   ,          4   ,                        649   ,                       66   ,         1.137   ,               58.8   ,                  5853   ,
2024-07-26 06:48:24 ,          33.0   ,           1200.0   ,          11.0   ,               54.0   ,          4   ,                        649   ,                       66   ,         1.012   ,               58.1   ,                  5848   ,
2024-07-26 06:48:25 ,          41.0   ,           1200.0   ,          11.0   ,               54.0   ,          4   ,                        649   ,                       66   ,         0.925   ,               57.6   ,                  5848   ,
2024-07-26 06:48:26 ,          29.0   ,            400.0   ,          11.0   ,               55.0   ,          4   ,                        649   ,                       66   ,         1.137   ,               57.6   ,                  5849   ,
2024-07-26 06:48:27 ,          26.0   ,           1200.0   ,          11.0   ,               54.0   ,          6   ,                        649   ,                       66   ,         1.062   ,               57.8   ,                  5848   ,
2024-07-26 06:48:28 ,         147.0   ,            400.0   ,          11.0   ,               54.0   ,          5   ,                        650   ,                       66   ,         1.068   ,               57.5   ,                  5839   ,
2024-07-26 06:48:29 ,         184.0   ,            400.0   ,          11.0   ,               54.0   ,         16   ,                        650   ,                       66   ,         0.718   ,               58.0   ,                  5842   ,
2024-07-26 06:48:30 ,          72.0   ,            400.0   ,          11.0   ,               55.0   ,          4   ,                        650   ,                       66   ,         1.018   ,               57.5   ,                  5842   ,
2024-07-26 06:48:31 ,          39.0   ,            400.0   ,          11.0   ,               54.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               57.1   ,                  5841   ,
2024-07-26 06:48:32 ,          29.0   ,            400.0   ,          11.0   ,               55.0   ,          7   ,                        650   ,                       66   ,         0.718   ,               57.3   ,                  5841   ,
2024-07-26 06:48:33 ,          26.0   ,            400.0   ,          11.0   ,               54.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               57.0   ,                  5842   ,
2024-07-26 06:48:34 ,          25.0   ,            400.0   ,          11.0   ,               54.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               57.0   ,                  5841   ,
2024-07-26 06:48:35 ,         147.0   ,            400.0   ,          11.0   ,               54.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               56.9   ,                  5841   ,
2024-07-26 06:48:36 ,          61.0   ,            400.0   ,          11.0   ,               54.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               56.6   ,                  5840   ,
2024-07-26 06:48:37 ,          35.0   ,            400.0   ,          11.0   ,               54.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               56.9   ,                  5840   ,
2024-07-26 06:48:38 ,          27.0   ,            400.0   ,          11.0   ,               53.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               56.8   ,                  5840   ,
2024-07-26 06:48:39 ,          25.0   ,            933.0   ,          11.0   ,               54.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               56.5   ,                  5840   ,
2024-07-26 06:48:40 ,          24.0   ,            400.0   ,          11.0   ,               54.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               56.4   ,                  5840   ,
2024-07-26 06:48:41 ,          24.0   ,            400.0   ,          11.0   ,               54.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               56.4   ,                  5840   ,
2024-07-26 06:48:42 ,          24.0   ,            933.0   ,          11.0   ,               53.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               56.3   ,                  5840   ,
